time,source,sink
1660,110.6,36.2
1661,110.8,36.1
1662,110.8,36.1
1663,110.7,36.1
1664,110.9,36.2
1665,111,36.3
1666,111.2,36.3
1667,111.1,36.3
1668,111.1,36.4
1669,111,36.4
1670,110.6,36.3
1671,110.9,36.2
1672,111.1,36.1
1673,111.2,36.1
1674,111.1,36.1
1675,111.1,36.3
1676,111.1,36.2
1677,111,36.3
1678,110.9,36.4
1679,110.9,36.4
1680,111,36.3
1681,110.7,36.3
1682,110.7,36.3
1683,110.8,36.3
1684,110.8,36.3
1685,110.8,36.5
1686,110.7,36.6
1687,110.8,36.6
1688,110.8,36.5
1689,110.8,36.5
1690,110.7,36.5
1691,110.5,36.4
1692,110.6,36.5
1693,110.7,36.5
1694,110.5,36.3
1695,110.3,36.2
1696,110.4,36.3
1697,110.5,36.3
1698,110.3,36.4
1699,110.4,36.3
1700,110.5,36.3
1701,110.7,36.2
1702,110.5,36.2
1703,110.2,36.1
1704,110.5,36
1705,110.7,36
1706,110.9,36
1707,111.2,36.2
1708,111.3,36.2
1709,111.4,36.3
1710,111.3,36.3
1711,111,36.3
1712,110.7,36.4
1713,110.8,36.4
1714,110.7,36.4
1715,110.5,36.5
1716,110.5,36.5
1717,110.4,36.6
1718,110.6,36.8
1719,110.5,36.7
1720,110.5,36.8
1721,110.7,36.8
1722,110.8,36.7
1723,110.7,36.7
1724,110.6,36.8
1725,110.7,36.8
1726,110.4,36.9
1727,110.5,36.9
1728,110.6,37
1729,110.7,37
1730,110.8,37
1731,110.9,37
1732,111,36.7
1733,111.1,36.8
1734,111,36.8
1735,111.1,36.9
1736,111,36.9
1737,110.9,36.9
1738,110.9,36.9
